"Picked","RadiusAverageRMS","AxisRatio","Compactness","TotalArea"
"False",0.335,0.19,0.481,0.224
"False",0.134,0.728,0.827,0.052
"False",0.159,0.694,0.812,0.072
"False",0.191,0.841,0.871,0.106
"False",0.149,0.843,0.853,0.064
"False",0.086,0.243,0.372,0.009
"False",0.359,0.035,0.104,0.051
"False",0.27,0.092,0.142,0.04
"False",0.098,0.421,0.647,0.022
"False",0.181,0.148,0.22,0.029
"False",0.322,0.066,0.135,0.059
"False",0.176,0.154,0.303,0.041
"False",0.131,0.182,0.291,0.021
"False",0.181,0.147,0.328,0.045
"False",0.443,0.042,0.099,0.082
"False",0.22,0.207,0.465,0.092
"False",0.15,0.843,0.886,0.065
"False",0.097,0.226,0.404,0.016
"False",0.113,0.353,0.603,0.029
"False",0.092,0.271,0.545,0.02
"False",0.117,0.322,0.622,0.035
"False",0.089,0.324,0.584,0.018
"False",0.251,0.697,0.799,0.188
"False",0.113,0.306,0.475,0.025
"False",0.227,0.774,0.831,0.153
"False",0.092,0.241,0.41,0.012
"False",0.151,0.792,0.867,0.066
"False",0.205,0.869,0.877,0.124
"False",0.179,0.842,0.877,0.094
"False",0.815,0.053,0.192,0.555
"False",0.333,0.21,0.517,0.233
"False",0.204,0.274,0.495,0.082
"False",0.136,0.343,0.544,0.037
"False",0.089,0.191,0.434,0.014
"False",0.673,0.051,0.187,0.357
"False",0.088,0.637,0.779,0.02
"False",0.628,0.074,0.153,0.302
"False",0.678,0.081,0.237,0.471
"False",0.184,0.129,0.353,0.068
"False",0.14,0.285,0.527,0.041
"False",0.56,0.063,0.145,0.206
"False",0.339,0.211,0.22,0.167
"False",0.086,0.565,0.762,0.018
"False",0.098,0.42,0.647,0.022
"False",0.148,0.788,0.865,0.064
"False",0.177,0.117,0.309,0.039
"False",0.131,0.168,0.446,0.031
"False",0.131,0.332,0.386,0.041
"False",0.093,0.62,0.775,0.022
"False",0.16,0.839,0.846,0.075
"False",0.139,0.155,0.401,0.033
"False",0.155,0.103,0.343,0.038
"False",0.325,0.223,0.5,0.216
"False",0.316,0.063,0.211,0.091
"False",0.259,0.201,0.443,0.118
"False",0.321,0.169,0.487,0.215
"False",0.099,0.524,0.713,0.026
"False",0.179,0.793,0.877,0.094
"False",0.197,0.82,0.877,0.114
"False",0.223,0.277,0.154,0.049
"False",0.083,0.729,0.829,0.018
"False",0.899,0.021,0.067,0.238
"False",0.216,0.334,0.606,0.105
"False",0.141,0.142,0.326,0.027
"False",0.112,0.351,0.598,0.026
"False",0.201,0.135,0.254,0.04
"False",0.242,0.905,0.9,0.175
"False",0.114,0.258,0.316,0.027
"False",0.21,0.809,0.877,0.13
"False",0.215,0.229,0.372,0.122
"False",0.236,0.149,0.412,0.093
"False",0.088,0.478,0.736,0.02
"False",0.232,0.15,0.358,0.081
"False",0.162,0.722,0.827,0.077
"False",0.163,0.611,0.77,0.077
"False",0.517,0.043,0.076,0.083
"False",0.187,0.785,0.862,0.102
"False",0.261,0.828,0.878,0.203
"False",0.182,0.816,0.841,0.096
"False",0.61,0.08,0.234,0.374
"False",0.163,0.157,0.289,0.036
"False",0.17,0.811,0.865,0.084
"False",0.084,0.29,0.402,0.012
"False",0.187,0.809,0.824,0.102
"False",0.206,0.863,0.852,0.125
"False",0.293,0.078,0.189,0.075
"False",0.103,0.241,0.46,0.019
"False",0.262,0.502,0.626,0.2
"False",0.095,0.385,0.661,0.022
"False",0.321,0.186,0.482,0.213
"False",0.086,0.516,0.698,0.017
"False",0.095,0.305,0.492,0.018
"False",0.253,0.203,0.509,0.134
"False",0.324,0.149,0.463,0.213
"False",0.134,0.506,0.79,0.049
"False",0.107,0.219,0.553,0.025
"False",0.224,0.849,0.868,0.149
"False",0.971,0.348,0.049,0.306
"False",0.163,0.852,0.891,0.077
"False",0.103,0.187,0.438,0.02
"False",0.175,0.116,0.308,0.04
"False",0.163,0.819,0.871,0.076
"False",0.129,0.799,0.838,0.048
"False",0.204,0.839,0.866,0.122
"False",0.098,0.236,0.51,0.02
"False",0.086,0.69,0.779,0.02
"False",0.088,0.306,0.532,0.018
"False",0.186,0.839,0.849,0.101
"False",0.24,0.836,0.869,0.17
"False",0.1,0.377,0.618,0.025
"False",0.091,0.287,0.422,0.018
"False",0.704,0.042,0.116,0.231
"False",0.093,0.232,0.436,0.015
"False",0.184,0.852,0.868,0.099
"False",0.376,0.344,0.099,0.102
"False",0.188,0.095,0.248,0.038
"False",0.157,0.153,0.358,0.037
"False",0.305,0.15,0.422,0.172
"False",0.203,0.811,0.875,0.122
"False",0.203,0.851,0.891,0.122
"False",0.259,0.241,0.53,0.139
"False",0.935,0.024,0.095,0.341
"False",0.293,0.083,0.226,0.082
"False",0.199,0.859,0.895,0.116
"False",0.292,0.424,0.375,0.253
"False",0.157,0.793,0.855,0.072
"False",0.188,0.819,0.845,0.103
"False",0.254,0.064,0.245,0.062
"False",0.086,0.253,0.533,0.016
"False",0.114,0.683,0.792,0.036
"False",0.318,0.061,0.329,0.169
"False",0.086,0.375,0.563,0.016
"False",0.167,0.139,0.318,0.036
"False",0.176,0.103,0.296,0.037
"False",0.112,0.18,0.365,0.02
"False",0.121,0.261,0.499,0.032
"False",0.121,0.678,0.836,0.042
"False",0.175,0.839,0.851,0.089
"False",0.205,0.847,0.861,0.125
"False",0.127,0.314,0.58,0.035
"False",0.098,0.239,0.441,0.018
"False",0.175,0.086,0.393,0.056
"False",0.119,0.453,0.69,0.037
"False",0.186,0.864,0.882,0.101
"False",0.198,0.798,0.851,0.116
"False",0.232,0.839,0.864,0.159
"False",0.129,0.541,0.735,0.042
"False",0.125,0.445,0.641,0.039
"False",0.09,0.337,0.486,0.016
"False",0.125,0.153,0.385,0.026
"False",0.187,0.849,0.871,0.102
"False",0.096,0.311,0.524,0.025
"False",0.12,0.65,0.821,0.041
"False",0.083,0.729,0.829,0.018
"False",0.166,0.745,0.842,0.079
"False",0.209,0.812,0.858,0.129
"False",0.165,0.853,0.852,0.079
"False",0.232,0.867,0.871,0.159
"False",0.187,0.83,0.888,0.102
"False",0.229,0.861,0.876,0.155
"False",0.291,0.095,0.392,0.146
"False",0.094,0.214,0.41,0.015
"False",0.096,0.167,0.44,0.017
"False",0.202,0.21,0.226,0.051
"False",0.085,0.246,0.406,0.012
"False",0.098,0.183,0.305,0.013
"False",0.094,0.197,0.342,0.012
"False",0.12,0.802,0.856,0.041
"False",0.119,0.374,0.673,0.035
"False",0.134,0.261,0.586,0.044
"False",0.127,0.283,0.56,0.035
"False",0.13,0.462,0.705,0.045
"False",0.102,0.577,0.674,0.028
"False",0.098,0.408,0.678,0.025
"False",0.122,0.162,0.313,0.019
"False",0.124,0.657,0.819,0.043
"False",0.171,0.11,0.26,0.032
"False",0.089,0.172,0.41,0.013
"False",0.119,0.517,0.746,0.038
"False",0.183,0.184,0.233,0.035
"False",0.173,0.108,0.245,0.031
"False",0.186,0.108,0.227,0.034
"False",0.117,0.572,0.731,0.037
"False",0.115,0.256,0.483,0.025
"False",0.095,0.484,0.708,0.023
"False",0.41,0.041,0.114,0.088
"False",0.091,0.252,0.401,0.013
"False",0.137,0.144,0.277,0.022
"False",0.17,0.748,0.84,0.084
"False",0.787,0.029,0.045,0.215
"False",0.169,0.641,0.833,0.081
"False",0.247,0.256,0.504,0.173
"False",0.209,0.07,0.263,0.053
"False",0.169,0.805,0.867,0.083
"False",0.116,0.321,0.595,0.031
"False",0.143,0.156,0.361,0.032
"False",0.084,0.594,0.689,0.018
"False",0.093,0.467,0.624,0.021
"False",0.119,0.364,0.572,0.033
"False",0.137,0.181,0.377,0.032
"False",0.226,0.13,0.4,0.109
"False",0.237,0.103,0.387,0.121
"False",0.282,0.185,0.319,0.116
"False",0.339,0.061,0.192,0.096
"False",0.195,0.159,0.234,0.044
"False",0.207,0.885,0.873,0.125
"False",0.235,0.239,0.515,0.12
"False",0.144,0.122,0.343,0.03
"False",0.204,0.815,0.882,0.122
"False",0.131,0.715,0.795,0.049
"False",0.119,0.642,0.809,0.039
"False",0.109,0.698,0.756,0.033
"False",0.148,0.455,0.717,0.059
"False",0.179,0.784,0.877,0.094
"False",0.108,0.573,0.781,0.029
"False",0.106,0.516,0.693,0.029
"False",0.111,0.496,0.691,0.032
"False",0.1,0.626,0.808,0.028
"False",0.137,0.173,0.26,0.018
"False",0.923,0.027,0.056,0.188
"False",0.089,0.67,0.809,0.021
"False",0.231,0.08,0.161,0.035
"True",0.357,0.693,0.717,0.389
"False",0.233,0.077,0.155,0.035
"False",0.217,0.063,0.185,0.035
"False",0.175,0.347,0.572,0.065
"False",0.194,0.118,0.45,0.078
"False",0.184,0.096,0.216,0.032
"False",0.182,0.159,0.246,0.034
"False",0.159,0.121,0.237,0.025
"False",0.217,0.079,0.202,0.041
"False",0.107,0.167,0.307,0.015
"False",0.109,0.117,0.294,0.015
"False",0.2,0.118,0.188,0.032
"False",0.215,0.085,0.174,0.035
"False",0.123,0.102,0.274,0.018
"False",0.1,0.722,0.85,0.028
"False",0.113,0.286,0.604,0.03
"False",0.137,0.809,0.851,0.054
"False",0.211,0.779,0.84,0.13
"False",0.359,0.105,0.199,0.118
"False",0.131,0.704,0.833,0.049
"False",0.194,0.091,0.196,0.032
"False",0.1,0.293,0.49,0.019
"False",0.131,0.1,0.335,0.022
"False",0.095,0.325,0.486,0.016
"False",0.127,0.542,0.693,0.044
"False",0.189,0.116,0.184,0.042
"False",0.13,0.265,0.431,0.038
"False",0.174,0.122,0.237,0.031
"False",0.18,0.156,0.308,0.045
"False",0.858,0.018,0.07,0.233
"False",0.102,0.672,0.814,0.029
"False",0.175,0.812,0.876,0.09
"False",0.129,0.164,0.443,0.029
"False",0.085,0.254,0.381,0.012
"False",0.126,0.44,0.705,0.039
"False",0.288,0.059,0.366,0.152
"False",0.11,0.157,0.342,0.018
"False",0.188,0.806,0.845,0.103
"False",0.136,0.16,0.398,0.03
"False",0.105,0.273,0.361,0.017
"False",0.087,0.232,0.393,0.012
"False",0.091,0.269,0.384,0.012
"False",0.164,0.151,0.233,0.024
"False",0.114,0.746,0.86,0.037
"False",0.191,0.847,0.855,0.106
"False",0.092,0.21,0.414,0.013
"False",0.208,0.876,0.882,0.128
"False",0.199,0.848,0.889,0.116
"False",0.186,0.8,0.875,0.1
"False",0.1,0.238,0.452,0.017
"False",0.084,0.363,0.47,0.013
"False",0.12,0.665,0.803,0.042
"False",0.099,0.371,0.625,0.022
"False",0.611,0.032,0.076,0.112
"False",0.151,0.795,0.855,0.066
"False",0.099,0.323,0.453,0.016
"False",0.136,0.649,0.804,0.054
"False",0.142,0.137,0.235,0.017
"False",0.104,0.161,0.308,0.012
"False",0.397,0.036,0.102,0.068
"False",0.165,0.195,0.485,0.057
"False",0.245,0.864,0.886,0.177
"False",0.218,0.111,0.204,0.041
"False",0.134,0.124,0.277,0.021
"False",0.128,0.273,0.481,0.032
"False",0.153,0.128,0.3,0.029
"False",0.149,0.775,0.846,0.065
"False",0.084,0.552,0.781,0.018
"False",0.158,0.853,0.864,0.072
"False",0.107,0.483,0.686,0.031
"False",0.086,0.583,0.749,0.019
"False",0.084,0.398,0.536,0.015
"False",0.766,0.045,0.12,0.304
"False",0.463,0.045,0.133,0.126
"False",0.13,0.164,0.285,0.021
"False",0.534,0.035,0.134,0.168
"False",0.101,0.618,0.786,0.026
"False",0.084,0.53,0.705,0.018
"False",0.158,0.866,0.864,0.072
"False",0.226,0.838,0.881,0.151
"False",0.091,0.467,0.608,0.019
"False",0.23,0.851,0.885,0.156
"False",0.189,0.853,0.875,0.104
"False",0.102,0.754,0.853,0.029
"False",0.086,0.49,0.736,0.018
"False",0.821,0.045,0.112,0.335
"False",0.126,0.57,0.775,0.043
"False",0.119,0.125,0.295,0.018
"False",0.286,0.111,0.396,0.149
"False",0.147,0.21,0.429,0.038
"False",0.223,0.124,0.313,0.065
"False",0.144,0.287,0.605,0.048
"False",0.119,0.717,0.792,0.04
"False",0.961,0.047,0.17,0.679
"False",0.142,0.602,0.838,0.057
"False",0.108,0.692,0.84,0.032
"False",0.095,0.347,0.637,0.021
"False",0.166,0.824,0.887,0.08
"False",0.198,0.137,0.268,0.049
"False",0.1,0.534,0.59,0.027
"False",0.121,0.756,0.856,0.041
"False",0.136,0.191,0.312,0.025
"False",0.162,0.093,0.314,0.039
"False",0.142,0.165,0.297,0.029
"False",0.12,0.22,0.397,0.024
"False",0.103,0.585,0.776,0.029
"False",0.191,0.116,0.249,0.04
"False",0.202,0.804,0.874,0.119
"False",0.089,0.67,0.809,0.021
"False",0.144,0.32,0.557,0.043
"False",0.147,0.424,0.648,0.059
"False",0.278,0.102,0.241,0.089
"False",0.127,0.406,0.644,0.039
"False",0.116,0.651,0.777,0.038
"False",0.185,0.103,0.249,0.036
"False",0.185,0.757,0.842,0.1
"False",0.441,0.044,0.134,0.107
"False",0.114,0.639,0.775,0.037
"False",0.151,0.804,0.855,0.066
"False",0.086,0.193,0.423,0.013
"False",0.707,0.038,0.085,0.187
"False",0.116,0.157,0.302,0.016
"False",0.173,0.807,0.871,0.087
"False",0.087,0.255,0.439,0.012
"False",0.176,0.814,0.849,0.091
"False",0.181,0.783,0.867,0.096
"False",0.186,0.824,0.882,0.101
"False",0.196,0.86,0.865,0.112
"False",0.175,0.74,0.851,0.089
"False",0.174,0.833,0.868,0.089
"False",0.163,0.202,0.439,0.043
"False",0.185,0.809,0.858,0.101
"False",0.196,0.841,0.897,0.112
"False",0.118,0.656,0.807,0.039
"False",0.191,0.15,0.254,0.04
"False",0.094,0.438,0.584,0.018
"False",0.086,0.578,0.692,0.019
"False",0.463,0.046,0.107,0.098
"False",0.171,0.185,0.397,0.052
"False",0.12,0.308,0.599,0.035
"False",0.117,0.528,0.665,0.039
"False",0.198,0.178,0.209,0.067
"False",0.11,0.419,0.595,0.033
"False",0.093,0.281,0.416,0.014
"False",0.118,0.772,0.854,0.04
"False",0.083,0.729,0.829,0.018
"False",0.098,0.268,0.318,0.013
"False",0.793,0.024,0.052,0.145
"False",0.11,0.554,0.77,0.033
"False",0.5,0.096,0.14,0.179
"False",0.094,0.739,0.812,0.024
"False",0.207,0.251,0.607,0.118
"False",0.104,0.763,0.817,0.03
"False",0.166,0.193,0.444,0.046
"False",0.109,0.622,0.737,0.033
"False",0.091,0.634,0.821,0.022
"False",0.136,0.605,0.775,0.052
"False",0.118,0.581,0.746,0.038
"False",0.202,0.094,0.257,0.045
"False",0.162,0.445,0.746,0.072
"False",0.123,0.803,0.867,0.043
"False",0.214,0.726,0.85,0.135
"False",0.103,0.663,0.834,0.03
"False",0.108,0.176,0.307,0.015
"False",0.12,0.284,0.479,0.028
"False",0.086,0.243,0.372,0.009
"False",0.133,0.34,0.647,0.045
"False",0.092,0.585,0.737,0.022
"False",0.994,0.027,0.099,0.394
"False",0.102,0.604,0.74,0.028
"False",0.186,0.086,0.225,0.032
"False",0.118,0.772,0.854,0.04
"False",0.108,0.173,0.394,0.018
"False",0.109,0.525,0.734,0.032
"False",0.312,0.135,0.446,0.184
"False",0.266,0.237,0.53,0.147
"False",0.084,0.245,0.439,0.015
"False",0.185,0.815,0.875,0.1
"False",0.138,0.244,0.483,0.036
"False",0.085,0.191,0.443,0.012
"False",0.145,0.204,0.416,0.035
"False",0.168,0.851,0.885,0.082
"False",0.099,0.604,0.803,0.026
"False",0.089,0.34,0.643,0.018
"False",0.086,0.671,0.749,0.019
"False",0.153,0.799,0.875,0.068
"False",0.125,0.443,0.632,0.04
"False",0.323,0.111,0.335,0.17
"False",0.085,0.33,0.651,0.018
"False",0.102,0.36,0.488,0.022
"False",0.099,0.702,0.803,0.025
"False",0.091,0.462,0.723,0.021
"False",0.149,0.266,0.528,0.049
"False",0.123,0.803,0.867,0.043
"False",0.09,0.575,0.75,0.022
"False",0.122,0.616,0.762,0.041
"False",0.136,0.507,0.725,0.05
"False",0.824,0.059,0.171,0.503
"False",0.195,0.669,0.807,0.109
"False",0.111,0.342,0.556,0.025
"False",0.141,0.805,0.849,0.058
"False",0.225,0.807,0.889,0.151
"False",0.392,0.074,0.233,0.148
"False",0.829,0.014,0.097,0.284
"False",0.562,0.08,0.186,0.26
"False",0.114,0.646,0.792,0.036
"False",0.086,0.313,0.563,0.016
"False",0.341,0.052,0.297,0.182
"False",0.215,0.832,0.86,0.136
"False",0.22,0.864,0.878,0.143
"False",0.218,0.891,0.897,0.141
"False",0.17,0.131,0.28,0.035
"False",0.179,0.856,0.844,0.094
"False",0.127,0.177,0.328,0.021
"False",0.101,0.545,0.77,0.027
"False",0.146,0.375,0.624,0.052
"False",0.115,0.663,0.809,0.037
"False",0.334,0.13,0.338,0.16
"False",0.151,0.772,0.833,0.065
"False",0.126,0.665,0.815,0.045
"False",0.122,0.134,0.294,0.015
"False",0.124,0.169,0.357,0.023
"False",0.206,0.151,0.516,0.099
"False",0.159,0.738,0.846,0.073
"False",0.312,0.08,0.266,0.191
"False",0.162,0.851,0.882,0.076
"False",0.191,0.703,0.812,0.106
"False",0.108,0.251,0.484,0.023
"False",0.166,0.133,0.267,0.032
"False",0.102,0.207,0.375,0.015
"False",0.136,0.765,0.852,0.053
"False",0.111,0.157,0.328,0.019
"False",0.093,0.227,0.494,0.017
"False",0.122,0.236,0.387,0.025
"False",0.104,0.163,0.438,0.02
"False",0.107,0.146,0.35,0.018
"False",0.142,0.721,0.819,0.059
"False",0.35,0.07,0.223,0.123
"False",0.296,0.067,0.193,0.072
"False",0.191,0.814,0.871,0.106
"False",0.166,0.848,0.861,0.08
"False",0.097,0.557,0.779,0.025
"False",0.252,0.109,0.207,0.096
"False",0.09,0.467,0.723,0.021
"False",0.159,0.307,0.425,0.055
"False",0.143,0.354,0.503,0.054
"False",0.13,0.773,0.838,0.049
"False",0.142,0.32,0.521,0.049
"False",0.132,0.406,0.48,0.048
"False",0.112,0.358,0.534,0.033
"False",0.087,0.421,0.643,0.018
"False",0.106,0.398,0.587,0.029
"False",0.096,0.409,0.552,0.023
"False",0.155,0.184,0.372,0.045
"False",0.091,0.426,0.603,0.018
"False",0.161,0.853,0.836,0.075
"False",0.091,0.372,0.629,0.018
"False",0.137,0.284,0.469,0.042
"False",0.165,0.108,0.334,0.036
"False",0.162,0.819,0.862,0.075
"False",0.169,0.826,0.857,0.083
"False",0.087,0.468,0.59,0.019
"False",0.123,0.479,0.746,0.039
"False",0.093,0.145,0.37,0.012
"False",0.084,0.601,0.762,0.018
"False",0.23,0.218,0.492,0.107
"False",0.206,0.868,0.887,0.126
"False",0.163,0.805,0.853,0.077
"False",0.183,0.811,0.855,0.098
"False",0.194,0.817,0.869,0.112
"False",0.363,0.333,0.186,0.192
"False",0.099,0.2,0.353,0.014
"False",0.101,0.268,0.477,0.019
"False",0.335,0.222,0.514,0.237
"False",0.195,0.185,0.381,0.06
"False",0.268,0.183,0.434,0.126
"False",0.762,0.026,0.049,0.126
"False",0.257,0.395,0.704,0.191
"False",0.096,0.386,0.637,0.024
"False",0.122,0.38,0.626,0.036
"False",0.111,0.778,0.843,0.035
"False",0.149,0.214,0.47,0.041
"False",0.089,0.169,0.356,0.013
"False",0.228,0.731,0.856,0.153
"False",0.186,0.766,0.849,0.101
"False",0.171,0.803,0.873,0.086
"False",0.286,0.047,0.206,0.069
"False",0.152,0.734,0.837,0.067
"False",0.234,0.824,0.862,0.163
"False",0.093,0.67,0.786,0.023
"False",0.239,0.302,0.514,0.119
"False",0.203,0.817,0.86,0.122
"False",0.326,0.171,0.506,0.231
"False",0.37,0.09,0.229,0.134
"False",0.318,0.2,0.494,0.206
"False",0.162,0.157,0.272,0.029
"False",0.169,0.809,0.867,0.083
"False",0.172,0.769,0.863,0.086
"False",0.108,0.186,0.302,0.012
"False",0.185,0.243,0.615,0.087
"False",0.136,0.5,0.73,0.046
"False",0.132,0.138,0.296,0.022
"False",0.314,0.099,0.269,0.114
"False",0.191,0.827,0.861,0.108
"False",0.086,0.201,0.447,0.014
"False",0.188,0.845,0.878,0.103
"False",0.13,0.334,0.558,0.038
"False",0.09,0.281,0.439,0.015
"False",0.096,0.239,0.362,0.012
"False",0.111,0.207,0.414,0.019
"False",0.112,0.173,0.464,0.024
"False",0.093,0.472,0.692,0.021
"False",0.098,0.551,0.66,0.025
"False",0.09,0.287,0.497,0.015
"False",0.095,0.234,0.498,0.017
"False",0.158,0.306,0.523,0.049
"False",0.111,0.218,0.394,0.022
"False",0.157,0.761,0.846,0.071
"False",0.207,0.778,0.887,0.126
"False",0.098,0.31,0.426,0.022
"False",0.089,0.462,0.679,0.018
"False",0.32,0.282,0.318,0.256
"False",0.109,0.158,0.393,0.023
"False",0.101,0.281,0.537,0.023
"False",0.357,0.165,0.466,0.25
"False",0.34,0.075,0.196,0.099
"False",0.103,0.415,0.667,0.026
"False",0.279,0.225,0.505,0.155
"False",0.109,0.418,0.717,0.031
"False",0.103,0.515,0.76,0.029
"False",0.178,0.848,0.88,0.092
"False",0.102,0.754,0.853,0.029
"False",0.176,0.128,0.271,0.05
"False",0.126,0.191,0.336,0.021
"False",0.166,0.207,0.427,0.047
"False",0.104,0.832,0.858,0.03
"False",0.26,0.114,0.283,0.091
"False",0.143,0.142,0.362,0.041
"False",0.107,0.614,0.784,0.031
"False",0.085,0.338,0.659,0.017
"False",0.092,0.344,0.597,0.018
"False",0.1,0.336,0.581,0.024
"False",0.215,0.157,0.301,0.058
"False",0.167,0.122,0.264,0.031
"False",0.141,0.34,0.583,0.043
"False",0.26,0.191,0.432,0.121
"False",0.327,0.168,0.455,0.21
"False",0.174,0.772,0.82,0.088
"False",0.165,0.386,0.703,0.073
"False",0.17,0.787,0.865,0.084
"False",0.113,0.122,0.408,0.023
"True",0.341,0.7,0.748,0.351
"False",0.155,0.196,0.447,0.045
"False",0.155,0.185,0.353,0.049
"False",0.139,0.228,0.517,0.039
"False",0.154,0.23,0.505,0.046
"False",0.147,0.202,0.405,0.039
"False",0.125,0.393,0.63,0.036
"False",0.136,0.655,0.798,0.052
"False",0.178,0.848,0.88,0.092
"False",0.136,0.359,0.623,0.04
"False",0.13,0.244,0.486,0.032
"False",0.087,0.238,0.318,0.013
"False",0.137,0.22,0.433,0.033
"False",0.198,0.14,0.434,0.07
"False",0.124,0.208,0.419,0.027
"False",0.658,0.024,0.076,0.145
"False",0.192,0.252,0.377,0.075
"False",0.112,0.523,0.756,0.033
"False",0.24,0.143,0.243,0.062
"False",0.109,0.514,0.657,0.03
"False",0.178,0.792,0.846,0.093
"False",0.247,0.093,0.145,0.034
"False",0.086,0.243,0.372,0.009
"False",0.106,0.492,0.744,0.03
"False",0.199,0.116,0.339,0.06
"False",0.148,0.447,0.69,0.058
"False",0.18,0.471,0.719,0.086
"False",0.214,0.089,0.223,0.044
"False",0.156,0.446,0.699,0.067
"False",0.821,0.03,0.102,0.281
"False",0.099,0.259,0.51,0.02
"False",0.175,0.858,0.876,0.09
"False",0.094,0.585,0.746,0.023
"False",0.102,0.567,0.776,0.029
"False",0.108,0.685,0.821,0.033
"False",0.122,0.359,0.665,0.039
"False",0.178,0.843,0.863,0.091
"False",0.088,0.243,0.467,0.014
"False",0.086,0.243,0.372,0.009
"False",0.186,0.817,0.882,0.101
"False",0.227,0.863,0.89,0.153
"False",0.084,0.238,0.419,0.011
"False",0.104,0.287,0.488,0.022
"False",0.127,0.401,0.603,0.035
"False",0.137,0.324,0.529,0.042
"False",0.092,0.26,0.439,0.015
"False",0.108,0.283,0.542,0.023
"False",0.114,0.681,0.823,0.037
"False",0.325,0.185,0.486,0.213
"False",0.749,0.079,0.209,0.497
"False",0.274,0.215,0.459,0.142
"False",0.326,0.182,0.464,0.212
"False",0.15,0.379,0.717,0.059
"False",0.266,0.17,0.388,0.218
"False",0.324,0.727,0.824,0.313
"False",0.106,0.378,0.59,0.027
"False",0.134,0.668,0.798,0.052
"False",0.09,0.347,0.543,0.018
"False",0.182,0.118,0.289,0.044
"False",0.088,0.287,0.49,0.019
"False",0.091,0.332,0.487,0.015
"False",0.089,0.325,0.511,0.016
"False",0.105,0.403,0.606,0.028
"False",0.108,0.314,0.587,0.029
"False",0.182,0.791,0.848,0.097
"False",0.099,0.269,0.483,0.025
"False",0.266,0.067,0.244,0.086
"False",0.141,0.747,0.826,0.057
"False",0.09,0.294,0.506,0.018
"False",0.156,0.348,0.485,0.055
"False",0.273,0.109,0.293,0.1
"False",0.125,0.321,0.577,0.039
"False",0.187,0.178,0.337,0.049
"False",0.157,0.117,0.272,0.029
"False",0.275,0.148,0.448,0.194
"False",0.189,0.147,0.412,0.064
"False",0.085,0.333,0.594,0.016
"False",0.092,0.288,0.487,0.015
"False",0.113,0.32,0.547,0.029
"False",0.137,0.148,0.37,0.028
"False",0.186,0.129,0.26,0.075
"False",0.103,0.32,0.464,0.025
"False",0.084,0.473,0.73,0.018
"False",0.13,0.352,0.5,0.037
"False",0.094,0.259,0.496,0.018
"False",0.11,0.309,0.503,0.027
"False",0.107,0.241,0.5,0.024
"False",0.231,0.071,0.258,0.099
"False",0.136,0.332,0.446,0.047
"False",0.189,0.141,0.372,0.054
"False",0.29,0.137,0.445,0.16
"False",0.182,0.219,0.457,0.071
"False",0.256,0.158,0.385,0.102
"False",0.152,0.224,0.441,0.042
"False",0.121,0.374,0.585,0.031
"False",0.131,0.26,0.462,0.035
"False",0.125,0.447,0.679,0.039
"False",0.113,0.171,0.351,0.018
"False",0.136,0.317,0.366,0.05
"False",0.095,0.21,0.462,0.016
"False",0.179,0.197,0.443,0.057
"False",0.141,0.131,0.408,0.033
"False",0.11,0.822,0.859,0.035
"False",0.132,0.153,0.333,0.025
"False",0.13,0.373,0.544,0.042
"False",0.134,0.152,0.358,0.028
"False",0.096,0.274,0.5,0.02
"False",0.094,0.259,0.38,0.015
"False",0.166,0.125,0.309,0.038
"False",0.168,0.815,0.867,0.083
"False",0.093,0.439,0.634,0.022
"False",0.169,0.253,0.519,0.056
"False",0.114,0.475,0.721,0.032
"False",0.182,0.865,0.871,0.097
"False",0.194,0.235,0.407,0.062
"False",0.105,0.379,0.656,0.027
