"Picked","RadiusAverageRMS","AxisRatio","Compactness","TotalArea"
"True",0.252,0.811,0.868,0.192
"False",0.167,0.366,0.46,0.072
"False",0.148,0.381,0.616,0.061
"False",0.24,0.074,0.197,0.079
"False",0.189,0.403,0.495,0.089
"False",0.158,0.722,0.837,0.072
"True",0.204,0.812,0.849,0.125
"True",0.192,0.807,0.844,0.11
"True",0.21,0.832,0.846,0.132
"False",0.41,0.13,0.499,0.414
"True",0.24,0.833,0.878,0.173
"False",0.14,0.777,0.856,0.056
"False",0.143,0.273,0.396,0.055
"False",0.217,0.806,0.852,0.14
"False",0.193,0.731,0.844,0.11
"False",0.195,0.774,0.832,0.112
"False",0.248,0.559,0.748,0.176
"False",0.356,0.078,0.357,0.313
"False",0.63,0.07,0.248,0.421
"False",0.198,0.717,0.805,0.116
"False",1.113,0.032,0.118,0.623
"False",0.189,0.769,0.867,0.106
"True",0.194,0.803,0.834,0.112
"False",0.333,0.791,0.834,0.333
"False",0.197,0.778,0.833,0.116
"False",0.14,0.571,0.759,0.052
"False",0.168,0.847,0.886,0.084
"False",0.216,0.754,0.858,0.138
"False",0.419,0.123,0.525,0.453
"False",0.162,0.332,0.621,0.063
"False",0.155,0.79,0.875,0.07
"True",0.21,0.853,0.866,0.132
"True",0.197,0.809,0.854,0.116
"True",0.255,0.854,0.865,0.196
"False",0.276,0.68,0.854,0.222
"False",0.176,0.163,0.277,0.052
"True",0.207,0.87,0.875,0.129
"False",0.243,0.519,0.657,0.166
"False",0.185,0.762,0.861,0.102
"False",0.357,0.081,0.384,0.323
"True",0.244,0.853,0.909,0.179
"True",0.226,0.867,0.856,0.153
"False",0.547,0.096,0.263,0.338
"False",1.055,0.042,0.134,0.695
"True",0.226,0.853,0.856,0.153
"False",0.145,0.132,0.381,0.032
"False",0.14,0.364,0.518,0.054
"False",0.16,0.137,0.204,0.049
"False",0.159,0.123,0.294,0.055
"False",0.143,0.332,0.492,0.05
"False",0.219,0.798,0.858,0.143
"False",0.31,0.22,0.437,0.22
"False",0.186,0.749,0.811,0.103
"False",0.308,0.245,0.55,0.226
"False",0.154,0.697,0.809,0.068
"False",0.205,0.797,0.849,0.125
"False",0.156,0.778,0.857,0.071
"False",0.329,0.062,0.117,0.055
"True",0.223,0.844,0.884,0.149
"False",0.235,0.824,0.868,0.166
"False",0.196,0.781,0.858,0.115
"False",0.147,0.267,0.379,0.046
"False",0.166,0.405,0.644,0.071
"False",0.182,0.771,0.851,0.098
"False",0.199,0.789,0.856,0.119
"False",0.177,0.787,0.873,0.092
"False",0.786,0.019,0.058,0.159
"False",0.149,0.695,0.836,0.064
"False",0.369,0.068,0.189,0.118
"False",0.201,0.782,0.843,0.121
"False",0.326,0.077,0.215,0.099
"False",0.87,0.025,0.075,0.229
"True",0.255,0.866,0.875,0.195
"False",0.497,0.061,0.139,0.137
"False",0.175,0.572,0.769,0.087
"False",0.297,0.096,0.291,0.111
"False",0.254,0.117,0.282,0.083
"False",0.169,0.214,0.439,0.052
"False",0.311,0.094,0.177,0.076
"False",0.189,0.752,0.845,0.106
"False",0.409,0.065,0.383,0.457
"False",0.24,0.828,0.87,0.173
"False",0.2,0.8,0.832,0.119
"False",0.146,0.823,0.862,0.062
"False",0.215,0.783,0.812,0.138
"False",0.214,0.797,0.848,0.136
"False",0.14,0.78,0.856,0.056
"False",0.205,0.74,0.864,0.124
"False",0.193,0.771,0.829,0.111
"True",0.233,0.853,0.874,0.163
"True",0.243,0.842,0.858,0.177
"True",0.353,0.858,0.871,0.375
"True",0.239,0.82,0.874,0.172
"True",0.183,0.839,0.871,0.1
"False",0.25,0.83,0.851,0.188
"False",0.2,0.765,0.849,0.119
"False",0.179,0.739,0.856,0.095
"False",0.265,0.863,0.861,0.21
"True",0.21,0.829,0.827,0.132
"False",0.208,0.763,0.832,0.129
"False",0.7,0.034,0.123,0.255
"False",0.179,0.449,0.753,0.089
"False",0.17,0.439,0.741,0.082
"True",0.192,0.809,0.844,0.11
"False",0.148,0.232,0.498,0.055
"True",0.214,0.851,0.868,0.136
"True",0.232,0.841,0.88,0.161
"False",0.157,0.766,0.866,0.072
"False",0.272,0.095,0.201,0.063
"False",0.19,0.177,0.306,0.053
"False",1.286,0.014,0.045,0.327
"False",0.147,0.133,0.255,0.023
"False",0.607,0.028,0.08,0.127
"False",0.204,0.82,0.864,0.124
"False",0.314,0.118,0.267,0.112
"False",0.198,0.763,0.839,0.116
"False",0.159,0.732,0.866,0.074
"False",0.689,0.041,0.108,0.22
"False",0.196,0.768,0.836,0.115
"False",0.272,0.123,0.241,0.07
"False",0.219,0.875,0.863,0.143
"False",0.429,0.074,0.444,0.44
"False",0.74,0.103,0.282,0.661
"False",0.165,0.717,0.836,0.078
"False",0.202,0.798,0.848,0.122
"True",0.217,0.835,0.872,0.14
"True",0.212,0.834,0.838,0.135
"False",0.288,0.059,0.228,0.073
"False",0.433,0.132,0.227,0.502
"False",1.227,0.037,0.137,0.884
"False",0.143,0.481,0.74,0.055
"False",0.196,0.792,0.858,0.115
"False",0.278,0.085,0.228,0.071
"False",0.176,0.711,0.852,0.092
"False",0.162,0.798,0.864,0.077
"False",0.232,0.822,0.873,0.162
"True",0.204,0.805,0.873,0.124
"True",0.203,0.821,0.825,0.122
"False",0.182,0.745,0.857,0.099
"True",0.204,0.813,0.849,0.125
"True",0.243,0.831,0.876,0.177
"False",0.188,0.765,0.861,0.106
"False",0.224,0.091,0.324,0.077
"False",1.02,0.016,0.06,0.274
"False",0.188,0.744,0.854,0.105
"True",0.231,0.868,0.876,0.16
"False",0.389,0.06,0.347,0.264
"False",0.161,0.269,0.546,0.056
"False",0.226,0.792,0.852,0.153
"False",0.193,0.757,0.837,0.111
"False",1.284,0.037,0.164,1.142
"True",0.265,0.864,0.874,0.212
"False",0.201,0.6,0.735,0.117
"False",0.195,0.643,0.8,0.112
"True",0.258,0.872,0.896,0.2
"False",0.893,0.02,0.059,0.206
"False",0.532,0.075,0.232,0.274
"False",1.328,0.02,0.04,0.299
"False",0.245,0.829,0.879,0.179
"False",0.197,0.761,0.833,0.116
"False",0.205,0.743,0.834,0.126
"False",0.652,0.126,0.32,0.579
"False",0.509,0.063,0.293,0.575
"False",0.184,0.387,0.676,0.088
"False",0.204,0.795,0.859,0.123
"False",0.202,0.748,0.823,0.121
"False",0.19,0.76,0.826,0.108
"False",0.167,0.361,0.498,0.065
"False",0.152,0.23,0.439,0.044
"True",0.196,0.828,0.843,0.114
"True",0.231,0.826,0.872,0.159
"True",0.199,0.811,0.85,0.118
"False",0.257,0.06,0.22,0.067
"False",0.769,0.053,0.109,0.321
"False",0.986,0.043,0.17,0.712
"True",0.166,0.83,0.88,0.081
"False",0.172,0.765,0.856,0.087
"False",0.2,0.735,0.807,0.119
"False",0.291,0.266,0.569,0.194
"False",0.167,0.448,0.531,0.077
"False",0.156,0.09,0.32,0.051
"False",0.242,0.853,0.872,0.176
"False",0.146,0.171,0.407,0.039
"False",0.181,0.723,0.86,0.096
"False",0.181,0.718,0.851,0.098
"False",0.178,0.725,0.856,0.093
"True",0.225,0.851,0.87,0.151
"True",0.178,0.819,0.88,0.093
"True",0.237,0.857,0.861,0.167
"False",0.208,0.77,0.86,0.129
"False",0.385,0.185,0.535,0.398
"False",0.202,0.768,0.843,0.121
"False",0.196,0.749,0.858,0.115
"True",0.223,0.864,0.891,0.148
"False",0.239,0.78,0.874,0.172
"True",0.222,0.832,0.848,0.147
"False",1.057,0.024,0.137,0.666
"False",0.174,0.754,0.861,0.089
"False",0.738,0.081,0.232,0.545
"True",0.25,0.888,0.864,0.187
"False",0.359,0.064,0.397,0.324
"False",0.251,0.51,0.737,0.177
"False",0.178,0.76,0.849,0.094
"True",0.229,0.825,0.886,0.157
"False",0.246,0.781,0.835,0.181
"False",0.171,0.737,0.831,0.086
"False",0.189,0.236,0.422,0.068
"False",0.263,0.884,0.861,0.206
"False",0.203,0.816,0.833,0.122
"False",0.402,0.08,0.468,0.416
"False",0.215,0.8,0.858,0.138
"False",0.322,0.067,0.211,0.088
"True",0.22,0.855,0.876,0.144
"False",1.041,0.022,0.126,0.594
"False",0.397,0.298,0.169,0.354
"False",0.662,0.089,0.261,0.485
"True",0.205,0.846,0.87,0.125
"False",0.234,0.841,0.852,0.164
"False",0.147,0.755,0.866,0.063
"False",0.462,0.168,0.226,0.479
"True",0.207,0.819,0.841,0.128
"False",0.189,0.77,0.857,0.106
"False",0.231,0.825,0.899,0.159
"False",0.145,0.219,0.404,0.046
"False",0.184,0.683,0.789,0.099
"False",0.198,0.778,0.824,0.117
"True",0.196,0.813,0.879,0.115
"False",0.148,0.244,0.373,0.036
"False",0.331,0.136,0.455,0.243
"False",0.189,0.784,0.845,0.106
"True",0.164,0.827,0.89,0.079
"False",0.296,0.276,0.534,0.209
"False",0.149,0.642,0.798,0.064
"False",1.253,0.017,0.054,0.404
"False",0.164,0.749,0.855,0.079
"False",0.196,0.748,0.852,0.114
"False",0.184,0.743,0.854,0.101
"False",0.26,0.785,0.815,0.203
"False",0.16,0.815,0.864,0.075
"True",0.21,0.816,0.875,0.132
"True",0.238,0.863,0.884,0.17
"False",0.158,0.75,0.846,0.073
"False",0.225,0.772,0.861,0.149
"False",0.222,0.877,0.871,0.148
"True",0.203,0.815,0.859,0.123
"False",0.234,0.849,0.866,0.163
"False",0.591,0.077,0.214,0.285
"False",0.157,0.798,0.855,0.072
"False",0.686,0.038,0.124,0.231
"False",0.466,0.041,0.191,0.171
"False",0.184,0.725,0.838,0.1
"False",0.174,0.101,0.316,0.04
"False",0.519,0.063,0.15,0.182
"False",0.411,0.086,0.277,0.21
"True",0.2,0.802,0.861,0.119
"True",0.213,0.818,0.871,0.136
"False",0.189,0.737,0.836,0.106
"False",0.199,0.695,0.824,0.117
"False",0.194,0.777,0.862,0.112
"True",0.254,0.83,0.882,0.195
"False",0.19,0.762,0.82,0.107
"False",0.381,0.127,0.323,0.2
"False",0.26,0.186,0.392,0.112
"False",0.181,0.144,0.39,0.055
"True",0.215,0.819,0.866,0.138
"True",0.236,0.838,0.88,0.168
"False",0.368,0.787,0.865,0.409
"True",0.234,0.813,0.882,0.165
"False",0.181,0.379,0.622,0.074
"False",0.363,0.067,0.177,0.092
"True",0.211,0.83,0.856,0.133
"False",0.226,0.844,0.852,0.153
"False",0.239,0.801,0.87,0.171
"False",0.6,0.085,0.21,0.319
"False",0.19,0.754,0.857,0.108
"False",0.169,0.789,0.85,0.084
"False",0.639,0.063,0.161,0.285
"False",0.164,0.349,0.587,0.064
"False",0.265,0.165,0.361,0.107
"False",0.345,0.219,0.533,0.267
"False",0.23,0.147,0.325,0.074
"False",0.296,0.054,0.243,0.083
"False",0.198,0.796,0.839,0.116
"False",0.174,0.777,0.847,0.09
"False",0.172,0.796,0.856,0.087
"True",0.228,0.837,0.865,0.155
"False",0.214,0.081,0.189,0.035
"False",0.276,0.1,0.225,0.073
"False",0.169,0.577,0.801,0.082
"False",0.194,0.805,0.856,0.112
"False",0.213,0.799,0.871,0.136
"True",0.251,0.844,0.888,0.189
"False",0.145,0.14,0.352,0.03
"False",0.183,0.726,0.802,0.099
"False",0.388,0.083,0.214,0.138
"False",0.334,0.158,0.369,0.189
"False",0.289,0.278,0.59,0.193
"False",0.76,0.015,0.08,0.194
"False",0.434,0.074,0.219,0.179
"False",0.207,0.288,0.525,0.094
"True",0.232,0.818,0.866,0.162
"False",0.186,0.777,0.867,0.102
"False",0.291,0.774,0.869,0.252
"True",0.185,0.844,0.884,0.102
"False",0.253,0.237,0.512,0.133
"False",0.177,0.338,0.628,0.078
"False",0.386,0.258,0.587,0.364
"False",0.16,0.783,0.838,0.075
"False",0.159,0.757,0.866,0.074
"True",0.222,0.815,0.852,0.148
"False",0.212,0.794,0.842,0.134
"False",0.202,0.787,0.848,0.122
"False",0.163,0.166,0.399,0.044
"False",0.396,0.085,0.175,0.115
"False",0.209,0.795,0.865,0.13
"False",0.252,0.215,0.393,0.105
"True",0.162,0.811,0.864,0.077
"False",0.157,0.779,0.866,0.072
"False",0.195,0.741,0.84,0.112
"False",0.141,0.219,0.49,0.042
"False",0.884,0.017,0.055,0.19
"False",0.212,0.694,0.832,0.133
"False",0.167,0.706,0.861,0.08
"False",0.531,0.033,0.068,0.076
"False",0.215,0.843,0.866,0.138
"False",0.168,0.818,0.867,0.083
"False",0.166,0.137,0.327,0.037
"False",0.188,0.78,0.884,0.106
"False",0.235,0.787,0.846,0.166
"False",0.32,0.873,0.874,0.308
"False",0.152,0.874,0.887,0.068
"False",0.42,0.277,0.573,0.45
"False",0.194,0.728,0.834,0.112
"False",0.193,0.735,0.844,0.11
"False",0.276,0.068,0.126,0.039
"False",0.298,0.831,0.878,0.265
"False",0.184,0.756,0.848,0.1
"True",0.249,0.872,0.877,0.186
"False",0.174,0.762,0.844,0.089
"False",0.226,0.843,0.879,0.153
"False",0.195,0.73,0.855,0.113
"False",0.164,0.834,0.881,0.079
"False",0.28,0.09,0.205,0.069
"False",0.233,0.596,0.742,0.156
"False",0.213,0.769,0.824,0.136
"False",0.187,0.713,0.848,0.104
"False",0.159,0.16,0.293,0.04
"False",0.196,0.809,0.874,0.114
"True",0.226,0.852,0.883,0.153
"False",0.381,0.259,0.589,0.358
"False",0.208,0.735,0.86,0.129
"False",0.22,0.834,0.868,0.144
"False",0.194,0.699,0.85,0.111
"False",0.2,0.757,0.835,0.119
"False",0.189,0.153,0.361,0.055
"False",0.197,0.782,0.849,0.115
"False",0.204,0.734,0.852,0.124
"True",0.242,0.822,0.882,0.175
"False",0.804,0.025,0.058,0.163
"False",0.212,0.791,0.861,0.134
"False",0.233,0.799,0.884,0.162
"False",0.173,0.729,0.864,0.088
"True",0.215,0.829,0.858,0.138
"False",0.189,0.744,0.845,0.106
"False",0.295,0.109,0.167,0.125
"False",0.146,0.137,0.346,0.045
"False",0.15,0.111,0.479,0.049
"False",0.334,0.249,0.541,0.24
"False",0.334,0.23,0.528,0.249
"False",0.197,0.113,0.289,0.052
"False",0.237,0.091,0.29,0.08
"False",0.164,0.165,0.362,0.048
"False",0.191,0.742,0.832,0.109
"False",0.212,0.229,0.368,0.071
"False",0.171,0.473,0.613,0.082
"False",0.4,0.134,0.544,0.407
"False",0.162,0.152,0.351,0.041
"False",0.183,0.76,0.864,0.099
"True",0.192,0.807,0.866,0.11
"False",0.205,0.787,0.875,0.126
"True",0.236,0.873,0.883,0.166
"False",0.346,0.815,0.82,0.361
"False",0.215,0.792,0.853,0.137
"True",0.168,0.834,0.878,0.083
"False",0.181,0.763,0.844,0.097
"False",0.192,0.752,0.847,0.109
"False",0.25,0.879,0.892,0.188
"False",0.216,0.284,0.386,0.099
"False",0.191,0.802,0.824,0.109
"False",0.242,0.861,0.868,0.176
"False",0.155,0.787,0.848,0.07
"False",0.172,0.769,0.856,0.087
"True",0.215,0.832,0.845,0.137
"True",0.237,0.861,0.872,0.168
"False",0.451,0.231,0.288,0.498
"False",0.194,0.73,0.856,0.112
"False",0.609,0.082,0.262,0.412
"False",1.054,0.034,0.133,0.626
"False",0.188,0.789,0.861,0.106
"False",0.196,0.774,0.822,0.114
"True",0.228,0.82,0.877,0.156
"False",0.179,0.753,0.856,0.095
"True",0.218,0.836,0.847,0.143
"False",0.221,0.767,0.861,0.145
"False",0.155,0.681,0.827,0.069
"False",0.41,0.099,0.497,0.441
"True",0.222,0.887,0.871,0.148
"False",0.272,0.12,0.507,0.176
"True",0.293,0.872,0.857,0.26
"True",0.214,0.862,0.853,0.137
"False",0.18,0.742,0.86,0.096
"False",0.209,0.785,0.865,0.13
"False",0.328,0.791,0.834,0.321
"False",0.226,0.793,0.879,0.153
"False",0.208,0.774,0.86,0.129
"False",0.233,0.509,0.751,0.156
"False",0.347,0.057,0.392,0.304
"False",0.209,0.784,0.842,0.131
"False",0.14,0.804,0.856,0.056
"False",0.512,0.101,0.286,0.314
"False",1.097,0.036,0.133,0.693
"True",0.208,0.832,0.851,0.129
"False",0.191,0.686,0.8,0.107
"False",0.188,0.828,0.851,0.106
"True",0.209,0.834,0.842,0.131
"False",0.223,0.8,0.842,0.149
"False",0.265,0.854,0.904,0.211
"False",0.289,0.264,0.528,0.198
"False",0.205,0.792,0.849,0.125
"False",0.33,0.215,0.552,0.255
"False",0.235,0.843,0.86,0.166
"True",0.255,0.86,0.885,0.196
"False",0.188,0.637,0.82,0.103
"True",0.209,0.853,0.861,0.131
"True",0.195,0.837,0.859,0.113
"False",0.218,0.782,0.862,0.142
"False",0.572,0.034,0.078,0.098
"True",0.23,0.842,0.867,0.159
"False",0.185,0.765,0.877,0.101
"False",0.199,0.798,0.85,0.118
"True",0.209,0.833,0.856,0.13
"False",0.139,0.172,0.346,0.025
"False",0.174,0.781,0.844,0.089
"False",0.524,0.023,0.098,0.108
"False",0.203,0.762,0.848,0.122
"False",1.214,0.018,0.068,0.431
"False",0.183,0.773,0.841,0.099
"False",0.497,0.029,0.107,0.12
"False",0.218,0.826,0.847,0.143
"False",0.366,0.088,0.162,0.096
"False",0.394,0.061,0.42,0.434
"False",0.151,0.203,0.403,0.039
"False",0.164,0.584,0.819,0.076
"False",0.148,0.684,0.826,0.063
"True",0.212,0.817,0.87,0.134
"False",0.197,0.774,0.833,0.116
"False",0.165,0.822,0.871,0.08
"False",0.216,0.757,0.838,0.138
"False",0.255,0.081,0.156,0.045
"True",0.242,0.825,0.882,0.175
"False",0.194,0.51,0.695,0.103
"True",0.219,0.829,0.871,0.143
"False",0.291,0.064,0.147,0.05
"False",0.222,0.092,0.205,0.04
"True",0.269,0.848,0.873,0.217
"False",0.63,0.039,0.109,0.166
"False",0.174,0.774,0.879,0.089
"False",0.231,0.854,0.864,0.159
"False",0.428,0.044,0.139,0.109
"False",0.165,0.131,0.256,0.029
"False",0.241,0.091,0.224,0.056
"False",0.184,0.773,0.848,0.1
"False",0.238,0.864,0.88,0.169
"False",0.205,0.746,0.829,0.125
"False",0.179,0.765,0.854,0.096
"False",0.178,0.763,0.863,0.094
"False",0.153,0.809,0.856,0.069
"False",0.233,0.849,0.874,0.163
"True",0.248,0.821,0.88,0.183
"False",0.262,0.064,0.149,0.045
"False",0.874,0.017,0.083,0.278
"False",0.172,0.103,0.22,0.028
"False",0.193,0.746,0.844,0.11
"False",0.338,0.27,0.593,0.309
"True",0.25,0.871,0.885,0.188
"True",0.313,0.871,0.896,0.293
"False",0.185,0.75,0.845,0.101
"True",0.22,0.856,0.848,0.144
"True",0.22,0.837,0.861,0.145
"False",0.15,0.429,0.686,0.059
"False",0.688,0.028,0.054,0.113
"False",0.42,0.091,0.463,0.424
"False",0.195,0.785,0.852,0.114
"False",0.292,0.844,0.838,0.257
"False",0.158,0.837,0.864,0.072
"False",0.242,0.788,0.864,0.175
"False",0.169,0.779,0.868,0.085
"False",0.192,0.755,0.823,0.11
"False",0.225,0.848,0.887,0.153
"False",0.173,0.782,0.871,0.089
"False",0.208,0.869,0.88,0.129
"False",0.184,0.778,0.877,0.101
"True",0.199,0.804,0.842,0.118
"False",0.25,0.806,0.867,0.188
"True",0.148,0.857,0.884,0.063
"False",0.448,0.232,0.263,0.488
"False",0.786,0.022,0.188,0.538
"False",0.469,0.122,0.302,0.283
"False",0.6,0.081,0.284,0.491
"False",0.191,0.144,0.385,0.064
"False",0.168,0.783,0.878,0.083
"False",0.155,0.758,0.827,0.069
"False",0.22,0.867,0.876,0.144
"False",0.207,0.768,0.849,0.128
"False",0.181,0.722,0.844,0.097
"False",0.201,0.765,0.823,0.121
"False",0.202,0.788,0.857,0.122
"False",0.32,0.19,0.39,0.169
"False",0.292,0.075,0.129,0.049
"False",0.471,0.493,0.753,0.63
"False",0.169,0.132,0.38,0.053
"False",0.199,0.774,0.807,0.119
"False",0.22,0.792,0.834,0.145
"False",0.299,0.794,0.856,0.267
"True",0.195,0.811,0.874,0.114
"False",0.209,0.77,0.856,0.13
"True",0.201,0.819,0.837,0.12
"False",0.191,0.754,0.863,0.109
"False",0.211,0.792,0.851,0.133
"False",0.177,0.741,0.849,0.092
"True",0.254,0.818,0.862,0.194
"False",0.541,0.076,0.22,0.253
"False",0.163,0.499,0.734,0.075
"False",0.153,0.691,0.82,0.068
"False",0.168,0.63,0.794,0.082
"False",0.174,0.584,0.804,0.089
"True",0.279,0.829,0.888,0.233
"False",0.274,0.898,0.881,0.225
"False",0.204,0.815,0.844,0.124
"True",0.174,0.801,0.879,0.089
"False",0.314,0.079,0.171,0.069
"False",0.404,0.047,0.118,0.083
"False",0.205,0.664,0.829,0.125
"False",0.405,0.841,0.846,0.498
"True",0.146,0.832,0.862,0.062
"True",0.209,0.868,0.886,0.13
"False",0.215,0.292,0.578,0.105
"False",0.506,0.099,0.278,0.574
"False",0.179,0.421,0.694,0.085
"False",0.226,0.838,0.864,0.153
"False",0.226,0.801,0.852,0.153
"False",0.144,0.527,0.706,0.055
"False",0.208,0.743,0.849,0.128
"False",0.188,0.738,0.832,0.105
"False",0.191,0.743,0.835,0.108
"False",0.156,0.804,0.866,0.072
"False",0.216,0.813,0.862,0.139
"True",0.198,0.823,0.86,0.116
"False",0.196,0.123,0.288,0.057
"True",0.18,0.81,0.86,0.096
"True",0.293,0.839,0.875,0.258
"False",0.359,0.244,0.599,0.318
"False",0.296,0.212,0.53,0.19
"True",0.182,0.809,0.874,0.098
"False",0.201,0.598,0.737,0.116
"False",0.152,0.152,0.382,0.038
"True",0.179,0.8,0.87,0.095
"False",0.174,0.785,0.879,0.089
"False",0.168,0.791,0.842,0.083
"True",0.206,0.801,0.865,0.127
"False",0.31,0.082,0.5,0.229
"False",0.313,0.716,0.838,0.294
"False",0.397,0.069,0.486,0.434
"False",0.198,0.816,0.882,0.116
"True",0.328,0.857,0.882,0.323
"True",0.176,0.805,0.883,0.092
"False",0.25,0.065,0.194,0.052
"False",0.194,0.664,0.814,0.11
"False",0.169,0.662,0.824,0.082
"False",0.187,0.781,0.848,0.104
"False",0.994,0.022,0.123,0.53
"True",0.236,0.85,0.894,0.167
"False",0.683,0.083,0.254,0.497
"True",0.197,0.826,0.854,0.116
"True",0.211,0.843,0.856,0.133
"False",0.363,0.068,0.365,0.31
"False",0.248,0.526,0.739,0.176
"False",0.147,0.801,0.85,0.062
"False",0.178,0.733,0.849,0.094
"False",0.203,0.747,0.859,0.123
"False",0.355,0.79,0.854,0.377
"False",1.005,0.051,0.153,0.67
"False",0.214,0.83,0.876,0.136
"True",0.224,0.851,0.865,0.15
"False",0.154,0.558,0.751,0.067
"False",0.4,0.092,0.477,0.406
"False",0.185,0.795,0.868,0.101
"True",0.215,0.827,0.886,0.138
"False",0.187,0.768,0.848,0.104
"False",0.294,0.126,0.289,0.116
"False",0.149,0.721,0.846,0.065
"True",0.244,0.816,0.891,0.179
"False",0.196,0.736,0.831,0.114
"False",1.025,0.035,0.108,0.555
"False",0.159,0.658,0.802,0.072
"False",0.187,0.746,0.842,0.103
"False",0.604,0.089,0.255,0.417
"False",0.551,0.034,0.123,0.251
"False",0.387,0.106,0.315,0.307
"True",0.205,0.842,0.854,0.126
"False",0.297,0.196,0.473,0.237
"True",0.219,0.84,0.871,0.143
"False",0.419,0.071,0.166,0.183
"False",0.189,0.746,0.838,0.106
"False",0.147,0.538,0.797,0.06
"True",0.266,0.86,0.894,0.213
"False",0.158,0.592,0.776,0.07
"False",0.166,0.789,0.835,0.08
"False",0.286,0.073,0.135,0.048
"True",0.254,0.84,0.882,0.195
"False",0.211,0.758,0.866,0.132
"False",0.579,0.041,0.083,0.116
"True",0.282,0.857,0.871,0.238
"False",0.201,0.757,0.851,0.121
"False",0.265,0.679,0.836,0.208
"False",0.316,0.19,0.489,0.226
"False",0.347,0.245,0.502,0.27
"True",0.205,0.824,0.841,0.125
"False",1.162,0.01,0.06,0.347
"False",0.205,0.743,0.87,0.125
"True",0.202,0.812,0.828,0.122
"False",0.18,0.699,0.821,0.096
"False",1.312,0.012,0.055,0.392
"False",0.179,0.274,0.523,0.073
"False",0.223,0.218,0.389,0.09
"False",0.199,0.848,0.871,0.118
"False",0.18,0.74,0.837,0.096
"False",0.173,0.209,0.444,0.059
"True",0.301,0.861,0.88,0.272
"False",0.205,0.77,0.849,0.125
"False",0.187,0.773,0.817,0.104
"False",0.182,0.726,0.835,0.097
"False",0.197,0.798,0.854,0.116
"False",0.191,0.734,0.848,0.108
"False",0.162,0.19,0.398,0.049
"False",0.189,0.769,0.836,0.106
"False",0.207,0.095,0.249,0.062
"False",0.195,0.575,0.76,0.112
"False",0.152,0.324,0.551,0.05
"False",0.23,0.855,0.863,0.158
"False",0.217,0.823,0.877,0.141
"False",0.354,0.153,0.494,0.313
"True",0.202,0.8,0.848,0.122
"False",0.196,0.778,0.843,0.114
"False",0.193,0.789,0.85,0.111
"False",0.191,0.796,0.854,0.109
"False",0.377,0.299,0.62,0.344
"False",0.383,0.749,0.836,0.439
"False",0.186,0.696,0.785,0.102
"True",0.212,0.835,0.861,0.134
"False",0.181,0.693,0.847,0.096
"False",0.141,0.812,0.849,0.058
"False",0.168,0.787,0.859,0.082
"True",0.218,0.839,0.847,0.143
"False",0.16,0.482,0.733,0.066
"False",0.194,0.805,0.856,0.112
"False",0.2,0.087,0.221,0.036
"True",0.207,0.824,0.841,0.128
"False",0.216,0.839,0.852,0.14
"False",0.187,0.726,0.817,0.104
"False",0.179,0.746,0.824,0.095
"False",0.251,0.789,0.871,0.189
"False",0.194,0.767,0.862,0.112
"True",0.234,0.854,0.866,0.163
"False",0.262,0.796,0.875,0.206
"False",0.161,0.78,0.846,0.075
"False",0.205,0.744,0.829,0.125
"False",1.023,0.069,0.211,0.958
"False",0.158,0.356,0.584,0.061
"False",0.381,0.284,0.578,0.335
"False",0.343,0.261,0.561,0.265
"False",1.088,0.023,0.058,0.288
"False",0.387,0.037,0.094,0.062
"False",0.16,0.775,0.855,0.074
"False",0.168,0.738,0.851,0.082
"False",0.195,0.818,0.868,0.113
"False",0.172,0.794,0.856,0.087
"False",0.25,0.071,0.138,0.032
"True",0.223,0.855,0.861,0.149
"False",0.233,0.117,0.218,0.049
"False",0.175,0.278,0.54,0.065
"False",0.176,0.744,0.842,0.092
"False",0.154,0.257,0.298,0.042
"False",0.26,0.786,0.871,0.203
"False",0.143,0.176,0.39,0.03
"False",0.248,0.791,0.867,0.184
"False",0.171,0.751,0.859,0.086
"False",0.21,0.819,0.875,0.132
"False",0.193,0.743,0.844,0.11
"False",0.382,0.298,0.611,0.356
"False",0.144,0.223,0.439,0.037
"False",0.715,0.094,0.28,0.617
"False",0.392,0.224,0.256,0.424
"True",0.22,0.8,0.853,0.145
"False",0.169,0.768,0.85,0.084
"False",0.206,0.096,0.287,0.051
"False",0.149,0.172,0.449,0.04
"False",0.141,0.326,0.374,0.049
"False",0.176,0.743,0.852,0.092
"True",0.216,0.823,0.862,0.139
"False",0.147,0.161,0.458,0.041
"False",0.152,0.224,0.439,0.042
"False",0.398,0.087,0.224,0.174
"False",0.377,0.289,0.595,0.348
"False",0.195,0.739,0.82,0.112
"False",0.195,0.761,0.853,0.112
"False",0.223,0.125,0.136,0.064
"False",1.101,0.025,0.094,0.503
"True",0.263,0.876,0.875,0.208
"False",0.244,0.817,0.852,0.179
"False",0.22,0.744,0.856,0.144
"True",0.221,0.842,0.862,0.146
"True",0.219,0.839,0.871,0.143
"False",0.164,0.103,0.205,0.024
"False",0.386,0.337,0.647,0.39
"False",0.2,0.741,0.85,0.118
"True",0.22,0.828,0.853,0.145
"False",0.269,0.813,0.883,0.216
"False",0.184,0.328,0.632,0.082
"False",0.175,0.76,0.861,0.09
"False",0.193,0.754,0.835,0.11
"False",0.227,0.097,0.158,0.033
"False",0.218,0.851,0.866,0.143
"False",0.301,0.067,0.202,0.086
"False",1.479,0.012,0.045,0.394
